time,open,high,low,close,volume
1585123200000,6500.00000000,6628.50000000,6457.50000000,6511.50000000,438.87700000
1585137600000,6511.50000000,6745.50000000,6502.00000000,6615.00000000,1258.00400000
1585152000000,6615.00000000,6695.50000000,6592.50000000,6622.00000000,67.83000000
1585166400000,6622.00000000,6698.50000000,6556.00000000,6698.50000000,44.80900000
1585180800000,6698.50000000,6767.00000000,6655.00000000,6726.50000000,370.10900000
1585195200000,6726.50000000,6751.00000000,6555.00000000,6582.00000000,744.42100000
1585209600000,6582.00000000,6665.00000000,6566.00000000,6598.50000000,639.74500000
1585224000000,6598.50000000,6675.50000000,6512.00000000,6611.00000000,691.09100000
1585238400000,6611.00000000,6675.00000000,6594.00000000,6656.00000000,786.55200000
1585252800000,6656.00000000,6760.00000000,6655.00000000,6733.50000000,673.04600000
1585267200000,6733.50000000,6838.00000000,6733.50000000,6789.50000000,665.04300000
1585281600000,6789.50000000,6821.50000000,6616.50000000,6702.00000000,1029.65300000
1585296000000,6702.00000000,6702.00000000,6595.00000000,6617.50000000,671.37000000
1585310400000,6617.50000000,6659.00000000,6573.00000000,6621.00000000,787.74200000
1585324800000,6621.00000000,6680.00000000,6591.50000000,6655.50000000,711.52100000
1585339200000,6655.50000000,6676.00000000,6235.00000000,6354.00000000,740.01800000
1585353600000,6354.00000000,6354.00000000,6084.50000000,6118.00000000,911.70800000
1585368000000,6118.00000000,6193.00000000,6090.50000000,6177.50000000,771.55200000
1585382400000,6177.50000000,6300.00000000,6162.00000000,6231.00000000,943.49500000
1585396800000,6231.00000000,6268.00000000,6149.00000000,6208.50000000,645.82400000
1585411200000,6208.50000000,6235.50000000,6010.00000000,6212.50000000,1630.91900000
1585425600000,6212.50000000,6288.50000000,6172.50000000,6230.50000000,847.46100000
1585440000000,6230.50000000,6247.00000000,6184.00000000,6197.00000000,541.99300000
1585454400000,6197.00000000,6202.50000000,6107.50000000,6146.50000000,731.88600000
1585468800000,6146.50000000,6204.50000000,6075.00000000,6134.50000000,826.96400000
1585483200000,6134.50000000,6144.00000000,6059.50000000,6123.00000000,860.68400000
1585497600000,6123.00000000,6153.50000000,5873.00000000,5897.00000000,1413.67300000
1585512000000,5897.00000000,5950.00000000,5858.00000000,5873.00000000,972.03800000
1585526400000,5873.00000000,6015.50000000,5841.50000000,5996.50000000,1529.84400000
1585540800000,5996.50000000,6321.50000000,5983.00000000,6238.50000000,3344.93800000
1585555200000,6238.50000000,6386.00000000,6238.50000000,6358.50000000,2390.74900000
1585569600000,6358.50000000,6430.50000000,6274.00000000,6336.00000000,2775.88800000
1585584000000,6336.00000000,6399.50000000,6306.00000000,6364.50000000,2277.88100000
1585598400000,6364.50000000,6577.50000000,6363.00000000,6389.50000000,2784.31700000
1585612800000,6389.50000000,6509.50000000,6381.50000000,6435.00000000,2473.01900000
1585627200000,6435.00000000,6470.50000000,6373.00000000,6437.00000000,2412.17100000
1585641600000,6437.00000000,6497.50000000,6339.50000000,6386.50000000,2457.70700000
1585656000000,6386.50000000,6494.50000000,6323.50000000,6445.00000000,3233.36100000
1585670400000,6445.00000000,6479.50000000,6397.50000000,6454.50000000,2554.20800000
1585684800000,6454.50000000,6490.00000000,6388.50000000,6405.00000000,2586.87400000
1585699200000,6405.00000000,6417.00000000,6243.50000000,6360.50000000,2448.68800000
1585713600000,6360.50000000,6365.00000000,6262.00000000,6323.00000000,2067.43400000
1585728000000,6323.00000000,6323.00000000,6257.00000000,6286.00000000,1832.46800000
1585742400000,6286.00000000,6333.00000000,6156.50000000,6223.50000000,3338.93300000
1585756800000,6223.50000000,6223.50000000,6145.00000000,6201.00000000,2502.15600000
1585771200000,6201.00000000,6687.00000000,6189.00000000,6642.00000000,5363.19100000
1585785600000,6642.00000000,6739.50000000,6543.50000000,6601.00000000,2648.68800000
1585800000000,6601.00000000,6673.00000000,6560.50000000,6639.50000000,2407.00100000
1585814400000,6639.50000000,6706.50000000,6601.00000000,6676.00000000,2309.93000000
1585828800000,6676.00000000,6828.00000000,6620.50000000,6796.50000000,4814.50400000
1585843200000,6796.50000000,7230.50000000,6723.00000000,6796.50000000,16357.16000000
